iteration	evaluations	runtime[s]	Bloques_Colocados-MAX[256][MAX]
73691	1842275	58.719	26
73692	1842300	58.72	26
73693	1842325	58.721	26
73694	1842350	58.722	26
73695	1842375	58.722	26
73696	1842400	58.723	26
73697	1842425	58.724	26
73698	1842450	58.725	26
73699	1842475	58.725	26
73700	1842500	58.726	26
73701	1842525	58.727	26
73702	1842550	58.728	26
73703	1842575	58.728	26
73704	1842600	58.729	26
73705	1842625	58.73	26
73706	1842650	58.731	26
73707	1842675	58.731	26
73708	1842700	58.732	26
73709	1842725	58.733	26
73710	1842750	58.734	26
73711	1842775	58.734	26
73712	1842800	58.735	26
73713	1842825	58.736	26
73714	1842850	58.737	26
73715	1842875	58.737	26
73716	1842900	58.738	26
73717	1842925	58.739	26
73718	1842950	58.739	26
73719	1842975	58.74	26
73720	1843000	58.741	26
73721	1843025	58.742	26
73722	1843050	58.742	26
73723	1843075	58.744	26
73724	1843100	58.746	26
73725	1843125	58.747	26
73726	1843150	58.749	26
73727	1843175	58.751	26
73728	1843200	58.752	26
73729	1843225	58.754	26
73730	1843250	58.755	26
73731	1843275	58.757	26
73732	1843300	58.759	26
73733	1843325	58.76	26
73734	1843350	58.762	26
73735	1843375	58.764	26
73736	1843400	58.765	26
73737	1843425	58.767	26
73738	1843450	58.768	26
73739	1843475	58.769	26
73740	1843500	58.771	26
73741	1843525	58.772	26
73742	1843550	58.774	26
73743	1843575	58.775	26
73744	1843600	58.777	26
73745	1843625	58.778	26
73746	1843650	58.78	26
73747	1843675	58.781	26
73748	1843700	58.781	26
73749	1843725	58.782	26
73750	1843750	58.783	26
73751	1843775	58.784	26
73752	1843800	58.784	26
73753	1843825	58.785	26
73754	1843850	58.786	26
73755	1843875	58.787	26
73756	1843900	58.787	26
73757	1843925	58.788	26
73758	1843950	58.789	26
73759	1843975	58.79	26
73760	1844000	58.79	26
73761	1844025	58.791	26
73762	1844050	58.792	26
73763	1844075	58.793	26
73764	1844100	58.793	26
73765	1844125	58.794	26
73766	1844150	58.795	26
73767	1844175	58.796	26
73768	1844200	58.796	26
73769	1844225	58.797	26
73770	1844250	58.798	26
73771	1844275	58.799	26
73772	1844300	58.799	26
73773	1844325	58.8	26
73774	1844350	58.802	26
73775	1844375	58.803	26
73776	1844400	58.804	26
73777	1844425	58.804	26
73778	1844450	58.805	26
73779	1844475	58.806	26
73780	1844500	58.807	26
73781	1844525	58.807	26
73782	1844550	58.808	26
73783	1844575	58.809	26
73784	1844600	58.81	26
73785	1844625	58.81	26
73786	1844650	58.811	26
73787	1844675	58.812	26
73788	1844700	58.812	26
73789	1844725	58.813	26
73790	1844750	58.814	26
73791	1844775	58.815	26
73792	1844800	58.815	26
73793	1844825	58.816	26
73794	1844850	58.817	26
73795	1844875	58.818	26
73796	1844900	58.818	26
73797	1844925	58.819	26
73798	1844950	58.82	26
73799	1844975	58.82	26
73800	1845000	58.821	26
73801	1845025	58.822	26
73802	1845050	58.823	26
73803	1845075	58.823	26
73804	1845100	58.824	26
73805	1845125	58.825	26
73806	1845150	58.826	26
73807	1845175	58.826	26
73808	1845200	58.827	26
73809	1845225	58.828	26
73810	1845250	58.829	26
73811	1845275	58.829	26
73812	1845300	58.83	26
73813	1845325	58.831	26
73814	1845350	58.832	26
73815	1845375	58.832	26
73816	1845400	58.833	26
73817	1845425	58.834	26
73818	1845450	58.835	26
73819	1845475	58.835	26
73820	1845500	58.836	26
73821	1845525	58.837	26
73822	1845550	58.837	26
73823	1845575	58.838	26
73824	1845600	58.839	26
73825	1845625	58.84	26
73826	1845650	58.84	26
73827	1845675	58.841	26
73828	1845700	58.842	26
73829	1845725	58.843	26
73830	1845750	58.843	26
73831	1845775	58.844	26
73832	1845800	58.845	26
73833	1845825	58.846	26
73834	1845850	58.846	26
73835	1845875	58.847	26
73836	1845900	58.848	26
73837	1845925	58.848	26
73838	1845950	58.849	26
73839	1845975	58.85	26
73840	1846000	58.851	26
73841	1846025	58.851	26
73842	1846050	58.852	26
73843	1846075	58.853	26
73844	1846100	58.854	26
73845	1846125	58.854	26
73846	1846150	58.855	26
73847	1846175	58.856	26
73848	1846200	58.857	26
73849	1846225	58.857	26
73850	1846250	58.858	26
73851	1846275	58.859	26
73852	1846300	58.86	26
73853	1846325	58.86	26
73854	1846350	58.861	26
73855	1846375	58.862	26
73856	1846400	58.862	26
73857	1846425	58.863	26
73858	1846450	58.864	26
73859	1846475	58.865	26
73860	1846500	58.865	26
73861	1846525	58.866	26
73862	1846550	58.867	26
73863	1846575	58.868	26
73864	1846600	58.868	26
73865	1846625	58.869	26
73866	1846650	58.87	26
73867	1846675	58.871	26
73868	1846700	58.871	26
73869	1846725	58.872	26
73870	1846750	58.873	26
73871	1846775	58.874	26
73872	1846800	58.874	26
73873	1846825	58.875	26
73874	1846850	58.876	26
73875	1846875	58.876	26
73876	1846900	58.877	26
73877	1846925	58.878	26
73878	1846950	58.879	26
73879	1846975	58.879	26
73880	1847000	58.88	26
73881	1847025	58.881	26
73882	1847050	58.882	26
73883	1847075	58.882	26
73884	1847100	58.883	26
73885	1847125	58.884	26
73886	1847150	58.884	26
73887	1847175	58.885	26
73888	1847200	58.886	26
73889	1847225	58.887	26
73890	1847250	58.887	26
73891	1847275	58.888	26
73892	1847300	58.889	26
73893	1847325	58.89	26
73894	1847350	58.89	26
73895	1847375	58.891	26
73896	1847400	58.892	26
73897	1847425	58.893	26
73898	1847450	58.893	26
73899	1847475	58.894	26
73900	1847500	58.895	26
73901	1847525	58.895	26
73902	1847550	58.896	26
73903	1847575	58.897	26
73904	1847600	58.898	26
73905	1847625	58.898	26
73906	1847650	58.899	26
73907	1847675	58.9	26
73908	1847700	58.901	26
73909	1847725	58.901	26
73910	1847750	58.902	26
73911	1847775	58.903	26
73912	1847800	58.904	26
73913	1847825	58.904	26
73914	1847850	58.905	26
73915	1847875	58.906	26
73916	1847900	58.906	26
73917	1847925	58.907	26
73918	1847950	58.908	26
73919	1847975	58.909	26
73920	1848000	58.909	26
73921	1848025	58.91	26
73922	1848050	58.911	26
73923	1848075	58.912	26
73924	1848100	58.912	26
73925	1848125	58.913	26
73926	1848150	58.914	26
73927	1848175	58.915	26
73928	1848200	58.915	26
73929	1848225	58.916	26
73930	1848250	58.917	26
73931	1848275	58.918	26
73932	1848300	58.918	26
73933	1848325	58.919	26
73934	1848350	58.92	26
73935	1848375	58.92	26
73936	1848400	58.921	26
73937	1848425	58.922	26
73938	1848450	58.923	26
73939	1848475	58.923	26
73940	1848500	58.924	26
73941	1848525	58.925	26
73942	1848550	58.926	26
73943	1848575	58.926	26
73944	1848600	58.927	26
73945	1848625	58.928	26
73946	1848650	58.928	26
73947	1848675	58.929	26
73948	1848700	58.93	26
73949	1848725	58.931	26
73950	1848750	58.931	26
73951	1848775	58.932	26
73952	1848800	58.933	26
73953	1848825	58.934	26
73954	1848850	58.934	26
73955	1848875	58.935	26
73956	1848900	58.936	26
73957	1848925	58.937	26
73958	1848950	58.937	26
73959	1848975	58.938	26
73960	1849000	58.939	26
73961	1849025	58.94	26
73962	1849050	58.94	26
73963	1849075	58.941	26
73964	1849100	58.942	26
73965	1849125	58.942	26
73966	1849150	58.943	26
73967	1849175	58.944	26
73968	1849200	58.945	26
73969	1849225	58.945	26
73970	1849250	58.946	26
73971	1849275	58.947	26
73972	1849300	58.948	26
73973	1849325	58.948	26
73974	1849350	58.951	26
73975	1849375	58.952	26
73976	1849400	58.952	26
73977	1849425	58.953	26
73978	1849450	58.954	26
73979	1849475	58.955	26
73980	1849500	58.955	26
73981	1849525	58.956	26
73982	1849550	58.957	26
73983	1849575	58.958	26
73984	1849600	58.958	26
73985	1849625	58.959	26
73986	1849650	58.96	26
73987	1849675	58.961	26
73988	1849700	58.961	26
73989	1849725	58.962	26
73990	1849750	58.963	26
73991	1849775	58.964	26
73992	1849800	58.964	26
73993	1849825	58.965	26
73994	1849850	58.966	26
73995	1849875	58.966	26
73996	1849900	58.967	26
73997	1849925	58.968	26
73998	1849950	58.969	26
73999	1849975	58.969	26
74000	1850000	58.97	26
74001	1850025	58.971	26
74002	1850050	58.972	26
74003	1850075	58.972	26
74004	1850100	58.973	26
74005	1850125	58.974	26
74006	1850150	58.974	26
74007	1850175	58.975	26
74008	1850200	58.976	26
74009	1850225	58.977	26
74010	1850250	58.977	26
74011	1850275	58.978	26
74012	1850300	58.979	26
74013	1850325	58.98	26
74014	1850350	58.98	26
74015	1850375	58.981	26
74016	1850400	58.982	26
74017	1850425	58.982	26
74018	1850450	58.983	26
74019	1850475	58.984	26
74020	1850500	58.985	26
74021	1850525	58.985	26
74022	1850550	58.986	26
74023	1850575	58.987	26
74024	1850600	58.988	26
74025	1850625	58.988	26
74026	1850650	58.989	26
74027	1850675	58.99	26
74028	1850700	58.991	26
74029	1850725	58.991	26
74030	1850750	58.992	26
74031	1850775	58.993	26
74032	1850800	58.994	26
74033	1850825	58.994	26
74034	1850850	58.995	26
74035	1850875	58.996	26
74036	1850900	58.997	26
74037	1850925	58.997	26
74038	1850950	58.998	26
74039	1850975	58.999	26
74040	1851000	58.999	26
74041	1851025	59.0	26
74042	1851050	59.001	26
74043	1851075	59.002	26
74044	1851100	59.002	26
74045	1851125	59.003	26
74046	1851150	59.004	26
74047	1851175	59.005	26
74048	1851200	59.005	26
74049	1851225	59.006	26
74050	1851250	59.007	26
74051	1851275	59.008	26
74052	1851300	59.008	26
74053	1851325	59.009	26
74054	1851350	59.01	26
74055	1851375	59.011	26
74056	1851400	59.011	26
74057	1851425	59.012	26
74058	1851450	59.013	26
74059	1851475	59.014	26
74060	1851500	59.014	26
74061	1851525	59.015	26
74062	1851550	59.016	26
74063	1851575	59.016	26
74064	1851600	59.017	26
74065	1851625	59.018	26
74066	1851650	59.019	26
74067	1851675	59.019	26
74068	1851700	59.02	26
74069	1851725	59.021	26
74070	1851750	59.022	26
74071	1851775	59.022	26
74072	1851800	59.023	26
74073	1851825	59.024	26
74074	1851850	59.024	26
74075	1851875	59.025	26
74076	1851900	59.026	26
74077	1851925	59.027	26
74078	1851950	59.027	26
74079	1851975	59.028	26
74080	1852000	59.029	26
74081	1852025	59.03	26
74082	1852050	59.03	26
74083	1852075	59.031	26
74084	1852100	59.032	26
74085	1852125	59.033	26
74086	1852150	59.033	26
74087	1852175	59.034	26
74088	1852200	59.035	26
74089	1852225	59.036	26
74090	1852250	59.036	26
74091	1852275	59.037	26
74092	1852300	59.038	26
74093	1852325	59.038	26
74094	1852350	59.039	26
74095	1852375	59.04	26
74096	1852400	59.041	26
74097	1852425	59.041	26
74098	1852450	59.042	26
74099	1852475	59.043	26
74100	1852500	59.044	26
74101	1852525	59.044	26
74102	1852550	59.045	26
74103	1852575	59.046	26
74104	1852600	59.046	26
74105	1852625	59.047	26
74106	1852650	59.048	26
74107	1852675	59.049	26
74108	1852700	59.049	26
74109	1852725	59.05	26
74110	1852750	59.051	26
74111	1852775	59.052	26
74112	1852800	59.052	26
74113	1852825	59.053	26
74114	1852850	59.054	26
74115	1852875	59.054	26
74116	1852900	59.055	26
74117	1852925	59.056	26
74118	1852950	59.057	26
74119	1852975	59.057	26
74120	1853000	59.058	26
74121	1853025	59.059	26
74122	1853050	59.06	26
74123	1853075	59.06	26
74124	1853100	59.061	26
74125	1853125	59.062	26
74126	1853150	59.063	26
74127	1853175	59.063	26
74128	1853200	59.064	26
74129	1853225	59.065	26
74130	1853250	59.066	26
74131	1853275	59.066	26
74132	1853300	59.067	26
74133	1853325	59.068	26
74134	1853350	59.069	26
74135	1853375	59.07	26
74136	1853400	59.07	26
74137	1853425	59.071	26
74138	1853450	59.072	26
74139	1853475	59.073	26
74140	1853500	59.073	26
74141	1853525	59.074	26
74142	1853550	59.075	26
74143	1853575	59.075	26
74144	1853600	59.076	26
74145	1853625	59.077	26
74146	1853650	59.078	26
74147	1853675	59.078	26
74148	1853700	59.079	26
74149	1853725	59.08	26
74150	1853750	59.081	26
74151	1853775	59.081	26
74152	1853800	59.082	26
74153	1853825	59.083	26
74154	1853850	59.083	26
74155	1853875	59.084	26
74156	1853900	59.085	26
74157	1853925	59.086	26
74158	1853950	59.086	26
74159	1853975	59.087	26
74160	1854000	59.088	26
74161	1854025	59.089	26
74162	1854050	59.089	26
74163	1854075	59.09	26
74164	1854100	59.091	26
74165	1854125	59.092	26
74166	1854150	59.092	26
74167	1854175	59.093	26
74168	1854200	59.094	26
74169	1854225	59.095	26
74170	1854250	59.095	26
74171	1854275	59.096	26
74172	1854300	59.098	26
74173	1854325	59.099	26
74174	1854350	59.1	26
74175	1854375	59.1	26
74176	1854400	59.101	26
74177	1854425	59.102	26
74178	1854450	59.103	26
74179	1854475	59.103	26
74180	1854500	59.104	26
74181	1854525	59.105	26
74182	1854550	59.105	26
74183	1854575	59.106	26
74184	1854600	59.107	26
74185	1854625	59.108	26
74186	1854650	59.108	26
74187	1854675	59.109	26
74188	1854700	59.11	26
74189	1854725	59.111	26
74190	1854750	59.112	26
74191	1854775	59.113	26
74192	1854800	59.113	26
74193	1854825	59.114	26
74194	1854850	59.115	26
74195	1854875	59.116	26
74196	1854900	59.116	26
74197	1854925	59.117	26
74198	1854950	59.118	26
74199	1854975	59.119	26
74200	1855000	59.119	26
74201	1855025	59.12	26
74202	1855050	59.121	26
74203	1855075	59.122	26
74204	1855100	59.122	26
74205	1855125	59.123	26
74206	1855150	59.124	26
74207	1855175	59.124	26
74208	1855200	59.125	26
74209	1855225	59.126	26
74210	1855250	59.127	26
74211	1855275	59.127	26
74212	1855300	59.128	26
74213	1855325	59.129	26
74214	1855350	59.13	26
74215	1855375	59.13	26
74216	1855400	59.131	26
74217	1855425	59.132	26
74218	1855450	59.132	26
74219	1855475	59.133	26
74220	1855500	59.134	26
74221	1855525	59.135	26
74222	1855550	59.135	26
74223	1855575	59.136	26
74224	1855600	59.137	26
74225	1855625	59.137	26
74226	1855650	59.138	26
74227	1855675	59.139	26
74228	1855700	59.14	26
74229	1855725	59.14	26
74230	1855750	59.141	26
74231	1855775	59.142	26
74232	1855800	59.143	26
74233	1855825	59.143	26
74234	1855850	59.144	26
74235	1855875	59.145	26
74236	1855900	59.145	26
74237	1855925	59.146	26
74238	1855950	59.147	26
74239	1855975	59.148	26
74240	1856000	59.148	26
74241	1856025	59.149	26
74242	1856050	59.15	26
74243	1856075	59.151	26
74244	1856100	59.152	26
74245	1856125	59.152	26
74246	1856150	59.153	26
74247	1856175	59.154	26
74248	1856200	59.155	26
74249	1856225	59.155	26
74250	1856250	59.156	26
74251	1856275	59.157	26
74252	1856300	59.158	26
74253	1856325	59.158	26
74254	1856350	59.159	26
74255	1856375	59.16	26
74256	1856400	59.16	26
74257	1856425	59.161	26
74258	1856450	59.162	26
74259	1856475	59.163	26
74260	1856500	59.163	26
74261	1856525	59.164	26
74262	1856550	59.165	26
74263	1856575	59.166	26
74264	1856600	59.166	26
74265	1856625	59.167	26
74266	1856650	59.168	26
74267	1856675	59.168	26
74268	1856700	59.169	26
74269	1856725	59.17	26
74270	1856750	59.171	26
74271	1856775	59.171	26
74272	1856800	59.172	26
74273	1856825	59.173	26
74274	1856850	59.174	26
74275	1856875	59.174	26
74276	1856900	59.175	26
74277	1856925	59.176	26
74278	1856950	59.176	26
74279	1856975	59.177	26
74280	1857000	59.178	26
74281	1857025	59.179	26
74282	1857050	59.179	26
74283	1857075	59.18	26
74284	1857100	59.181	26
74285	1857125	59.182	26
74286	1857150	59.182	26
74287	1857175	59.183	26
74288	1857200	59.184	26
74289	1857225	59.185	26
74290	1857250	59.185	26
74291	1857275	59.186	26
74292	1857300	59.187	26
74293	1857325	59.188	26
74294	1857350	59.188	26
74295	1857375	59.189	26
74296	1857400	59.19	26
74297	1857425	59.191	26
74298	1857450	59.192	26
74299	1857475	59.192	26
74300	1857500	59.193	26
74301	1857525	59.194	26
74302	1857550	59.194	26
74303	1857575	59.195	26
74304	1857600	59.196	26
74305	1857625	59.197	26
74306	1857650	59.197	26
74307	1857675	59.198	26
74308	1857700	59.199	26
74309	1857725	59.2	26
74310	1857750	59.2	26
74311	1857775	59.201	26
74312	1857800	59.202	26
74313	1857825	59.203	26
74314	1857850	59.203	26
74315	1857875	59.204	26
74316	1857900	59.205	26
74317	1857925	59.205	26
74318	1857950	59.206	26
74319	1857975	59.207	26
74320	1858000	59.208	26
74321	1858025	59.208	26
74322	1858050	59.209	26
74323	1858075	59.21	26
74324	1858100	59.211	26
74325	1858125	59.211	26
74326	1858150	59.212	26
74327	1858175	59.213	26
74328	1858200	59.213	26
74329	1858225	59.214	26
74330	1858250	59.215	26
74331	1858275	59.216	26
74332	1858300	59.216	26
74333	1858325	59.217	26
74334	1858350	59.218	26
74335	1858375	59.218	26
74336	1858400	59.219	26
74337	1858425	59.22	26
74338	1858450	59.221	26
74339	1858475	59.221	26
74340	1858500	59.222	26
74341	1858525	59.223	26
74342	1858550	59.224	26
74343	1858575	59.224	26
74344	1858600	59.225	26
74345	1858625	59.226	26
74346	1858650	59.227	26
74347	1858675	59.227	26
74348	1858700	59.228	26
74349	1858725	59.229	26
74350	1858750	59.23	26
74351	1858775	59.231	26
74352	1858800	59.231	26
74353	1858825	59.232	26
74354	1858850	59.233	26
74355	1858875	59.233	26
74356	1858900	59.234	26
74357	1858925	59.235	26
74358	1858950	59.236	26
74359	1858975	59.236	26
74360	1859000	59.237	26
74361	1859025	59.238	26
74362	1859050	59.239	26
74363	1859075	59.239	26
74364	1859100	59.24	26
74365	1859125	59.241	26
74366	1859150	59.242	26
74367	1859175	59.242	26
74368	1859200	59.243	26
74369	1859225	59.244	26
74370	1859250	59.245	26
74371	1859275	59.247	26
74372	1859300	59.247	26
74373	1859325	59.248	26
74374	1859350	59.249	26
74375	1859375	59.25	26
74376	1859400	59.25	26
74377	1859425	59.251	26
74378	1859450	59.252	26
74379	1859475	59.252	26
74380	1859500	59.253	26
74381	1859525	59.254	26
74382	1859550	59.255	26
74383	1859575	59.256	26
74384	1859600	59.256	26
74385	1859625	59.257	26
74386	1859650	59.258	26
74387	1859675	59.259	26
74388	1859700	59.259	26
74389	1859725	59.26	26
74390	1859750	59.261	26
74391	1859775	59.262	26
74392	1859800	59.262	26
74393	1859825	59.263	26
74394	1859850	59.264	26
74395	1859875	59.264	26
74396	1859900	59.265	26
74397	1859925	59.266	26
74398	1859950	59.267	26
74399	1859975	59.267	26
74400	1860000	59.268	26
74401	1860025	59.269	26
74402	1860050	59.27	26
74403	1860075	59.271	26
74404	1860100	59.271	26
74405	1860125	59.272	26
74406	1860150	59.273	26
74407	1860175	59.274	26
74408	1860200	59.274	26
74409	1860225	59.275	26
74410	1860250	59.276	26
74411	1860275	59.277	26
74412	1860300	59.277	26
74413	1860325	59.278	26
74414	1860350	59.279	26
74415	1860375	59.279	26
74416	1860400	59.28	26
74417	1860425	59.281	26
74418	1860450	59.282	26
74419	1860475	59.282	26
74420	1860500	59.283	26
74421	1860525	59.284	26
74422	1860550	59.285	26
74423	1860575	59.285	26
74424	1860600	59.286	26
74425	1860625	59.287	26
74426	1860650	59.288	26
74427	1860675	59.288	26
74428	1860700	59.289	26
74429	1860725	59.29	26
74430	1860750	59.29	26
74431	1860775	59.291	26
74432	1860800	59.292	26
74433	1860825	59.293	26
74434	1860850	59.293	26
74435	1860875	59.294	26
74436	1860900	59.295	26
74437	1860925	59.296	26
74438	1860950	59.296	26
74439	1860975	59.297	26
74440	1861000	59.298	26
74441	1861025	59.299	26
74442	1861050	59.299	26
74443	1861075	59.3	26
74444	1861100	59.301	26
74445	1861125	59.302	26
74446	1861150	59.302	26
74447	1861175	59.303	26
74448	1861200	59.304	26
74449	1861225	59.304	26
74450	1861250	59.305	26
74451	1861275	59.306	26
74452	1861300	59.307	26
74453	1861325	59.307	26
74454	1861350	59.308	26
74455	1861375	59.309	26
74456	1861400	59.31	26
74457	1861425	59.311	26
74458	1861450	59.311	26
74459	1861475	59.312	26
74460	1861500	59.313	26
74461	1861525	59.314	26
74462	1861550	59.314	26
74463	1861575	59.315	26
74464	1861600	59.316	26
74465	1861625	59.317	26
74466	1861650	59.317	26
74467	1861675	59.318	26
74468	1861700	59.319	26
74469	1861725	59.32	26
74470	1861750	59.32	26
74471	1861775	59.321	26
74472	1861800	59.322	26
74473	1861825	59.323	26
74474	1861850	59.323	26
74475	1861875	59.324	26
74476	1861900	59.325	26
74477	1861925	59.326	26
74478	1861950	59.326	26
74479	1861975	59.327	26
74480	1862000	59.328	26
74481	1862025	59.329	26
74482	1862050	59.329	26
74483	1862075	59.33	26
74484	1862100	59.331	26
74485	1862125	59.331	26
74486	1862150	59.332	26
74487	1862175	59.333	26
74488	1862200	59.334	26
74489	1862225	59.334	26
74490	1862250	59.335	26
74491	1862275	59.336	26
74492	1862300	59.337	26
74493	1862325	59.337	26
74494	1862350	59.338	26
74495	1862375	59.339	26
74496	1862400	59.339	26
74497	1862425	59.34	26
74498	1862450	59.341	26
74499	1862475	59.342	26
74500	1862500	59.343	26
74501	1862525	59.343	26
74502	1862550	59.344	26
74503	1862575	59.345	26
74504	1862600	59.345	26
74505	1862625	59.346	26
74506	1862650	59.347	26
74507	1862675	59.348	26
74508	1862700	59.348	26
74509	1862725	59.349	26
74510	1862750	59.35	26
74511	1862775	59.351	26
74512	1862800	59.352	26
74513	1862825	59.352	26
74514	1862850	59.353	26
74515	1862875	59.354	26
74516	1862900	59.355	26
74517	1862925	59.355	26
74518	1862950	59.356	26
74519	1862975	59.357	26
74520	1863000	59.358	26
74521	1863025	59.358	26
74522	1863050	59.359	26
74523	1863075	59.36	26
74524	1863100	59.361	26
74525	1863125	59.361	26
74526	1863150	59.362	26
74527	1863175	59.363	26
74528	1863200	59.364	26
74529	1863225	59.365	26
74530	1863250	59.365	26
74531	1863275	59.366	26
74532	1863300	59.367	26
74533	1863325	59.367	26
74534	1863350	59.368	26
74535	1863375	59.369	26
74536	1863400	59.37	26
74537	1863425	59.37	26
74538	1863450	59.371	26
74539	1863475	59.372	26
74540	1863500	59.372	26
74541	1863525	59.373	26
74542	1863550	59.374	26
74543	1863575	59.375	26
74544	1863600	59.376	26
74545	1863625	59.376	26
74546	1863650	59.377	26
74547	1863675	59.378	26
74548	1863700	59.379	26
74549	1863725	59.379	26
74550	1863750	59.38	26
74551	1863775	59.381	26
74552	1863800	59.381	26
74553	1863825	59.382	26
74554	1863850	59.383	26
74555	1863875	59.384	26
74556	1863900	59.384	26
74557	1863925	59.385	26
74558	1863950	59.386	26
74559	1863975	59.386	26
74560	1864000	59.387	26
74561	1864025	59.388	26
74562	1864050	59.389	26
74563	1864075	59.389	26
74564	1864100	59.39	26
74565	1864125	59.391	26
74566	1864150	59.392	26
74567	1864175	59.393	26
74568	1864200	59.393	26
74569	1864225	59.394	26
74570	1864250	59.395	26
74571	1864275	59.396	26
74572	1864300	59.398	26
74573	1864325	59.398	26
74574	1864350	59.399	26
74575	1864375	59.4	26
74576	1864400	59.401	26
74577	1864425	59.401	26
74578	1864450	59.402	26
74579	1864475	59.403	26
74580	1864500	59.404	26
74581	1864525	59.404	26
74582	1864550	59.405	26
74583	1864575	59.406	26
74584	1864600	59.407	26
74585	1864625	59.407	26
74586	1864650	59.408	26
74587	1864675	59.409	26
74588	1864700	59.41	26
74589	1864725	59.41	26
74590	1864750	59.411	26
74591	1864775	59.412	26
74592	1864800	59.413	26
74593	1864825	59.413	26
74594	1864850	59.414	26
74595	1864875	59.415	26
74596	1864900	59.415	26
74597	1864925	59.416	26
74598	1864950	59.417	26
74599	1864975	59.418	26
74600	1865000	59.418	26
74601	1865025	59.419	26
74602	1865050	59.42	26
74603	1865075	59.42	26
74604	1865100	59.421	26
74605	1865125	59.422	26
74606	1865150	59.423	26
74607	1865175	59.424	26
74608	1865200	59.424	26
74609	1865225	59.425	26
74610	1865250	59.426	26
74611	1865275	59.426	26
74612	1865300	59.427	26
74613	1865325	59.428	26
74614	1865350	59.429	26
74615	1865375	59.429	26
74616	1865400	59.43	26
74617	1865425	59.431	26
74618	1865450	59.432	26
74619	1865475	59.433	26
74620	1865500	59.434	26
74621	1865525	59.434	26
74622	1865550	59.435	26
74623	1865575	59.436	26
74624	1865600	59.437	26
74625	1865625	59.437	26
74626	1865650	59.438	26
74627	1865675	59.439	26
74628	1865700	59.439	26
74629	1865725	59.44	26
74630	1865750	59.441	26
74631	1865775	59.442	26
74632	1865800	59.442	26
74633	1865825	59.443	26
74634	1865850	59.444	26
74635	1865875	59.445	26
74636	1865900	59.445	26
74637	1865925	59.446	26
74638	1865950	59.447	26
74639	1865975	59.448	26
74640	1866000	59.448	26
74641	1866025	59.449	26
74642	1866050	59.45	26
74643	1866075	59.45	26
74644	1866100	59.451	26
74645	1866125	59.452	26
74646	1866150	59.453	26
74647	1866175	59.453	26
74648	1866200	59.454	26
74649	1866225	59.455	26
74650	1866250	59.456	26
74651	1866275	59.457	26
74652	1866300	59.457	26
74653	1866325	59.458	26
74654	1866350	59.459	26
74655	1866375	59.459	26
74656	1866400	59.46	26
74657	1866425	59.461	26
74658	1866450	59.462	26
74659	1866475	59.463	26
74660	1866500	59.463	26
74661	1866525	59.464	26
74662	1866550	59.465	26
74663	1866575	59.465	26
74664	1866600	59.466	26
74665	1866625	59.467	26
74666	1866650	59.468	26
74667	1866675	59.468	26
74668	1866700	59.469	26
74669	1866725	59.47	26
74670	1866750	59.471	26
74671	1866775	59.472	26
74672	1866800	59.472	26
74673	1866825	59.473	26
74674	1866850	59.474	26
74675	1866875	59.475	26
74676	1866900	59.475	26
74677	1866925	59.476	26
74678	1866950	59.477	26
74679	1866975	59.478	26
74680	1867000	59.478	26
74681	1867025	59.479	26
74682	1867050	59.48	26
74683	1867075	59.481	26
74684	1867100	59.481	26
74685	1867125	59.482	26
74686	1867150	59.483	26
74687	1867175	59.484	26
74688	1867200	59.484	26
74689	1867225	59.485	26
74690	1867250	59.486	26
74691	1867275	59.487	26
74692	1867300	59.487	26
74693	1867325	59.488	26
74694	1867350	59.489	26
74695	1867375	59.489	26
74696	1867400	59.49	26
74697	1867425	59.491	26
74698	1867450	59.492	26
74699	1867475	59.492	26
74700	1867500	59.493	26
74701	1867525	59.494	26
74702	1867550	59.495	26
74703	1867575	59.495	26
74704	1867600	59.496	26
74705	1867625	59.497	26
74706	1867650	59.498	26
74707	1867675	59.498	26
74708	1867700	59.499	26
74709	1867725	59.5	26
74710	1867750	59.5	26
74711	1867775	59.501	26
74712	1867800	59.502	26
74713	1867825	59.503	26
74714	1867850	59.503	26
74715	1867875	59.504	26
74716	1867900	59.505	26
74717	1867925	59.506	26
74718	1867950	59.506	26
74719	1867975	59.507	26
74720	1868000	59.508	26
74721	1868025	59.509	26
74722	1868050	59.509	26
74723	1868075	59.51	26
74724	1868100	59.511	26
74725	1868125	59.512	26
74726	1868150	59.513	26
74727	1868175	59.513	26
74728	1868200	59.514	26
74729	1868225	59.515	26
74730	1868250	59.516	26
74731	1868275	59.516	26
74732	1868300	59.517	26
74733	1868325	59.518	26
74734	1868350	59.519	26
74735	1868375	59.519	26
74736	1868400	59.52	26
74737	1868425	59.521	26
74738	1868450	59.521	26
74739	1868475	59.522	26
74740	1868500	59.523	26
74741	1868525	59.524	26
74742	1868550	59.524	26
74743	1868575	59.525	26
74744	1868600	59.526	26
74745	1868625	59.526	26
74746	1868650	59.527	26
74747	1868675	59.528	26
74748	1868700	59.529	26
74749	1868725	59.529	26
74750	1868750	59.53	26
74751	1868775	59.531	26
74752	1868800	59.532	26
74753	1868825	59.532	26
74754	1868850	59.533	26
74755	1868875	59.534	26
74756	1868900	59.535	26
74757	1868925	59.535	26
74758	1868950	59.536	26
74759	1868975	59.537	26
74760	1869000	59.537	26
74761	1869025	59.538	26
74762	1869050	59.539	26
74763	1869075	59.54	26
74764	1869100	59.54	26
